Item,System,Failure observation,Repair time
Component 3,System 07,8/6/2003,54.40
Component 3,System 07,9/19/2003,53.48
Component 3,System 07,10/7/2003,55.76
Component 3,System 07,6/7/2004,51.78
Component 3,System 07,9/3/2004,58.29
Component 3,System 07,12/30/2004,50.14
Component 3,System 07,7/8/2005,52.42
Component 3,System 07,10/7/2005,53.48
Component 3,System 07,4/25/2006,55.42
Component 3,System 07,2/10/2008,54.20
Component 3,System 07,7/6/2008,51.12
Component 3,System 07,8/7/2008,51.19
Component 3,System 07,6/4/2009,50.09
Component 3,System 07,10/28/2009,51.73
Component 3,System 07,11/9/2009,54.81
Component 3,System 07,4/17/2010,54.55
Component 3,System 07,6/9/2010,57.69
Component 3,System 07,9/9/2010,50.25
Component 3,System 07,4/19/2011,57.06
Component 3,System 07,10/12/2011,58.61
Component 3,System 07,7/18/2013,56.09
Component 3,System 07,1/27/2014,58.48
Component 3,System 07,8/19/2014,53.96
Component 3,System 07,9/2/2014,55.60
Component 3,System 07,5/11/2015,59.91
Component 3,System 07,10/1/2015,54.60
Component 3,System 07,11/26/2015,52.36
Component 3,System 07,12/16/2015,59.33
Component 3,System 08,4/13/1990,50.33
Component 3,System 08,6/28/1990,56.68
Component 3,System 08,8/5/1990,55.54
Component 3,System 08,8/27/1990,55.40
Component 3,System 08,10/26/1990,56.44
Component 3,System 08,10/27/1991,56.54
Component 3,System 08,12/26/1991,58.49
Component 3,System 08,2/2/1992,55.44
Component 3,System 08,6/20/1992,54.69
Component 3,System 08,7/9/1992,52.35
Component 3,System 08,9/25/1992,54.84
Component 3,System 08,3/15/1993,52.65
Component 3,System 08,5/11/1993,54.75
Component 3,System 08,6/3/1993,51.41
Component 3,System 08,10/22/1994,52.91
Component 3,System 08,11/20/1994,55.21
Component 3,System 08,2/22/1995,59.45
Component 3,System 08,2/27/1995,55.57
Component 3,System 08,3/23/1996,60.00
Component 3,System 08,6/16/1996,53.06
Component 3,System 08,6/27/1996,56.95
Component 3,System 08,8/26/1996,53.37
Component 3,System 08,4/19/1997,57.02
Component 3,System 08,7/17/1997,50.26
Component 3,System 08,10/16/1997,58.14
Component 3,System 08,10/30/1997,51.64
Component 3,System 08,1/20/1998,56.92
Component 3,System 08,4/23/1998,53.69
Component 3,System 08,10/13/1998,55.99
Component 3,System 08,6/17/2000,54.63
Component 3,System 08,11/23/2000,56.82
Component 3,System 08,5/17/2001,54.36
Component 3,System 08,5/17/2001,52.16
Component 3,System 08,8/29/2001,56.44
Component 3,System 08,12/20/2001,52.17
Component 3,System 08,9/12/2002,52.31
Component 3,System 08,9/13/2002,56.25
Component 3,System 08,8/11/2003,55.04
Component 3,System 08,10/17/2003,52.62
Component 3,System 08,6/19/2006,55.00
Component 3,System 08,7/5/2006,57.51
Component 3,System 08,1/1/2007,55.86
Component 3,System 08,2/18/2007,58.12
Component 3,System 08,11/21/2007,55.91
Component 3,System 08,4/24/2009,57.57
Component 3,System 08,4/29/2009,59.33
Component 3,System 08,5/19/2009,52.51
Component 3,System 08,8/21/2010,57.68
Component 3,System 08,1/28/2011,52.52
Component 3,System 08,6/4/2011,55.08
Component 3,System 08,6/10/2011,57.79
Component 3,System 08,1/19/2012,55.30
Component 3,System 08,4/27/2012,57.24
Component 3,System 08,11/2/2013,52.88
Component 3,System 08,3/9/2014,56.18
Component 3,System 08,3/23/2014,57.66
Component 3,System 08,5/1/2014,56.42
Component 3,System 08,5/10/2014,58.83
Component 3,System 08,7/9/2014,51.08
Component 3,System 08,11/24/2014,58.80
Component 4,System 01,3/1/1990,227.37
Component 4,System 01,10/6/1990,224.97
Component 4,System 01,12/21/1990,228.23
Component 4,System 01,5/31/1994,222.23
Component 4,System 01,12/30/1994,229.79
Component 4,System 01,2/28/1995,228.99
Component 4,System 01,6/12/1995,224.67
Component 4,System 01,10/10/1996,225.08
Component 4,System 01,3/11/1998,223.38
Component 4,System 01,7/11/1998,223.59
Component 4,System 01,2/7/2000,226.92
Component 4,System 01,7/10/2000,227.40
Component 4,System 01,4/15/2006,223.13
Component 4,System 01,6/30/2007,225.06
Component 4,System 01,6/10/2011,225.89
Component 4,System 01,3/5/2012,224.74
Component 4,System 01,7/5/2013,227.48
Component 4,System 01,10/31/2014,223.98
Component 4,System 01,2/24/2015,226.15
Component 4,System 01,4/2/2015,224.98
Component 4,System 02,7/16/1990,223.24
Component 4,System 02,2/10/1991,222.31
Component 4,System 02,8/16/1992,228.81
Component 4,System 02,10/5/1992,228.75
Component 4,System 02,9/25/1993,225.19
Component 4,System 02,11/14/1995,229.19
Component 4,System 02,5/11/1996,223.35
Component 4,System 02,3/6/1999,229.98
Component 4,System 02,7/13/1999,223.16
Component 4,System 02,9/30/1999,220.04
Component 4,System 02,8/24/2000,228.14
Component 4,System 02,12/30/2001,228.30
Component 4,System 02,6/20/2002,222.15
Component 4,System 02,8/29/2003,227.77
Component 4,System 02,4/6/2004,228.68
Component 4,System 02,10/9/2005,225.75
Component 4,System 02,7/9/2006,223.71
Component 4,System 02,9/15/2007,223.43
Component 4,System 02,4/11/2010,227.82
Component 4,System 02,9/4/2010,221.45
Component 4,System 02,12/3/2012,227.22
Component 4,System 02,10/12/2013,220.32
Component 4,System 02,1/4/2015,227.53
Component 4,System 02,11/3/2015,229.69
Component 4,System 03,5/11/1990,227.54
Component 4,System 03,6/29/1990,222.74
Component 4,System 03,8/18/1990,227.04
Component 4,System 03,7/31/1991,228.82
Component 4,System 03,10/12/1993,220.36
Component 4,System 03,6/18/1994,220.90
Component 4,System 03,12/13/1996,222.08
Component 4,System 03,8/10/1999,223.04
Component 4,System 03,11/7/1999,220.26
Component 4,System 03,12/28/1999,220.64
Component 4,System 03,1/3/2001,229.62
Component 4,System 03,1/14/2001,224.79
Component 4,System 03,4/24/2002,226.31
Component 4,System 03,2/29/2004,228.61
Component 4,System 03,2/14/2005,223.53
Component 4,System 03,2/12/2006,221.10
Component 4,System 03,10/6/2006,225.75
Component 4,System 03,10/26/2006,220.69
Component 4,System 03,2/24/2009,221.57
Component 4,System 03,7/1/2009,226.29
Component 4,System 03,2/18/2010,226.87
Component 4,System 03,3/11/2012,220.72
Component 4,System 03,9/25/2012,227.01
Component 4,System 03,4/29/2014,225.65
Component 4,System 04,1/30/1990,221.24
Component 4,System 04,4/24/1990,223.72
Component 4,System 04,7/24/1992,224.51
Component 4,System 04,10/1/1995,227.03
Component 4,System 04,1/9/1996,223.60
Component 4,System 04,1/29/1996,229.24
Component 4,System 04,4/20/1996,228.92
Component 4,System 04,4/2/2001,222.63
Component 4,System 04,7/27/2002,222.86
Component 4,System 04,12/13/2002,228.65
Component 4,System 04,4/25/2006,229.74
Component 4,System 04,7/31/2006,222.59
Component 4,System 04,10/7/2007,223.13
Component 4,System 04,10/31/2007,221.98
Component 4,System 04,5/7/2008,227.28
Component 4,System 04,7/27/2008,224.98
Component 4,System 04,12/13/2010,223.80
Component 4,System 04,2/10/2011,229.24
Component 4,System 04,10/30/2011,229.98
Component 4,System 04,10/12/2013,227.66
Component 4,System 04,11/4/2013,220.65
Component 4,System 04,11/10/2013,222.69
Component 4,System 04,3/16/2014,222.39
Component 4,System 04,9/10/2014,220.57
Component 4,System 05,12/26/1990,229.91
Component 4,System 05,1/10/1991,227.84
Component 4,System 05,2/5/1991,227.72
Component 4,System 05,6/7/1991,227.88
Component 4,System 05,9/23/1991,225.99
Component 4,System 05,4/8/1993,222.26
Component 4,System 05,2/19/1994,222.16
Component 4,System 05,6/12/1994,228.34
Component 4,System 05,12/17/2000,228.63
Component 4,System 05,6/4/2001,225.97
Component 4,System 05,1/21/2002,227.36
Component 4,System 05,7/3/2004,228.39
Component 4,System 05,11/14/2004,221.00
Component 4,System 05,8/19/2005,222.83
Component 4,System 05,6/11/2006,222.20
Component 4,System 05,7/19/2008,223.74
Component 4,System 05,8/21/2009,222.37
Component 4,System 05,3/22/2012,223.66
Component 4,System 05,3/30/2013,225.36
Component 4,System 05,4/22/2013,226.35
Component 4,System 05,1/21/2014,221.49
Component 4,System 05,5/14/2014,223.14
Component 4,System 05,9/28/2015,222.60
Component 4,System 05,12/21/2015,227.39
Component 4,System 06,7/14/1990,225.34
Component 4,System 06,5/24/1994,222.19
Component 4,System 06,7/22/1995,223.05
Component 4,System 06,4/25/1996,226.81
Component 4,System 06,6/29/1996,224.23
Component 4,System 06,8/21/1996,223.51
Component 4,System 06,6/18/1997,228.47
Component 4,System 06,2/24/1998,225.29
Component 4,System 06,11/6/1998,229.87
Component 4,System 06,12/11/2000,228.41
Component 4,System 06,12/17/2000,223.08
Component 4,System 06,3/18/2002,229.39
Component 4,System 06,5/30/2002,222.01
Component 4,System 06,6/11/2004,227.43
Component 4,System 06,7/11/2006,224.39
Component 4,System 06,3/31/2007,229.88
Component 4,System 06,8/21/2007,227.95
Component 4,System 06,2/29/2008,226.51
Component 4,System 06,7/4/2008,224.61
Component 4,System 06,4/19/2010,221.58
Component 4,System 06,7/26/2011,221.73
Component 4,System 06,12/2/2013,220.19
Component 4,System 06,6/29/2014,225.79
Component 4,System 06,2/2/2015,224.37
Component 4,System 07,6/30/1990,223.34
Component 4,System 07,7/18/1991,224.75
Component 4,System 07,9/3/1992,227.26
Component 4,System 07,10/25/1992,224.76
Component 4,System 07,8/9/1993,224.71
Component 4,System 07,8/31/1993,225.77
Component 4,System 07,6/11/1999,230.00
Component 4,System 07,1/20/2005,221.20
Component 4,System 07,9/10/2008,223.77
Component 4,System 07,10/25/2008,225.24
Component 4,System 07,2/19/2010,224.21
Component 4,System 07,9/15/2010,225.49
Component 4,System 07,1/23/2013,225.27
Component 4,System 07,11/8/2013,228.86
Component 4,System 07,7/5/2015,228.53
Component 4,System 07,7/5/2015,228.28
Component 4,System 08,7/20/1990,226.62
Component 4,System 08,10/7/1990,228.88
Component 4,System 08,6/14/1992,225.16
Component 4,System 08,2/22/1996,222.14
Component 4,System 08,10/25/1996,222.63
Component 4,System 08,10/6/1997,221.91
Component 4,System 08,11/20/1997,225.33
Component 4,System 08,4/17/1998,225.54
Component 4,System 08,7/12/1998,220.56
Component 4,System 08,12/9/1998,222.92
Component 4,System 08,6/21/2000,227.83
Component 4,System 08,6/30/2001,227.51
Component 4,System 08,6/4/2002,226.51
Component 4,System 08,2/20/2004,224.32
Component 4,System 08,6/18/2004,229.19
Component 4,System 08,4/23/2006,223.40
Component 4,System 08,5/24/2006,229.33
Component 4,System 08,10/18/2008,228.97
Component 4,System 08,12/15/2011,223.25
Component 4,System 08,2/22/2012,228.52
Component 4,System 08,6/4/2012,221.26
Component 4,System 08,8/24/2013,221.93
Component 4,System 08,2/19/2014,225.48
Component 4,System 08,4/18/2015,220.27
Component 5,System 01,3/15/2008,121.30
Component 5,System 01,7/4/2009,121.75
Component 5,System 02,12/19/1991,123.52
Component 5,System 02,2/23/2008,123.60
Component 5,System 02,11/21/2010,116.75
Component 5,System 02,7/28/2013,122.55
Component 5,System 03,5/19/1994,115.26
Component 5,System 03,3/2/1999,119.33
Component 5,System 03,9/6/2000,121.80
Component 5,System 03,2/19/2001,121.15
Component 5,System 03,1/22/2014,115.12
Component 5,System 04,3/25/1996,117.15
Component 5,System 04,7/22/2001,119.99
Component 5,System 04,11/5/2001,119.98
Component 5,System 04,7/3/2006,124.87
Component 5,System 05,8/19/1990,123.49
Component 5,System 05,10/31/1999,116.52
Component 5,System 05,4/26/2004,119.54
Component 5,System 05,3/27/2006,119.48
Component 5,System 05,3/17/2015,120.26
Component 5,System 05,10/15/2015,122.10
Component 5,System 06,11/24/1992,116.58
Component 5,System 06,5/26/1997,118.56
Component 5,System 06,1/27/2014,122.73
Component 5,System 06,9/12/2014,118.69
Component 5,System 07,2/2/1992,116.19
Component 5,System 07,4/14/1999,119.61
Component 5,System 08,7/15/1995,123.93
Component 5,System 08,9/13/2005,119.19
Component 6,System 01,1/14/1990,55.79
Component 6,System 01,1/30/1990,51.93
Component 6,System 01,4/19/1990,50.46
Component 6,System 01,4/23/1990,51.64
Component 6,System 01,8/18/1990,57.37
Component 6,System 01,3/3/1991,57.11
Component 6,System 01,3/17/1991,58.74
Component 6,System 01,3/31/1991,56.13
Component 6,System 01,5/28/1991,52.46
Component 6,System 01,7/9/1991,56.31
Component 6,System 01,7/27/1991,51.06
Component 6,System 01,8/18/1991,52.40
Component 6,System 01,9/28/1991,55.30
Component 6,System 01,11/16/1991,56.97
Component 6,System 01,11/24/1991,54.76
Component 6,System 01,11/28/1991,56.24
Component 6,System 01,12/23/1991,52.52
Component 6,System 01,1/3/1992,56.69
Component 6,System 01,4/27/1992,51.60
Component 6,System 01,7/20/1992,51.85
Component 6,System 01,8/31/1992,50.77
Component 6,System 01,10/11/1992,56.02
Component 6,System 01,1/16/1993,51.07
Component 6,System 01,1/20/1993,50.34
Component 6,System 01,2/13/1993,52.50
Component 6,System 01,2/27/1993,55.47
Component 6,System 01,4/24/1993,55.33
Component 6,System 01,5/10/1993,53.89
Component 6,System 01,5/31/1993,54.95
Component 6,System 01,7/18/1993,53.32
Component 6,System 01,8/30/1993,53.77
Component 6,System 01,10/19/1993,59.41
Component 6,System 01,10/25/1993,50.07
Component 6,System 01,11/4/1993,59.05
Component 6,System 01,11/16/1993,57.83
Component 6,System 01,12/21/1993,51.35
Component 6,System 01,12/30/1993,59.04
Component 6,System 01,1/6/1994,53.36
Component 6,System 01,2/4/1994,56.75
Component 6,System 01,9/25/1994,57.43
Component 6,System 01,10/13/1994,54.41
Component 6,System 01,10/25/1994,58.01
Component 6,System 01,12/16/1994,57.07
Component 6,System 01,1/30/1995,53.48
Component 6,System 01,3/29/1995,56.45
Component 6,System 01,4/25/1995,58.19
Component 6,System 01,5/7/1995,51.36
Component 6,System 01,5/14/1995,51.67
Component 6,System 01,5/16/1995,56.84
Component 6,System 01,5/28/1995,55.10
Component 6,System 01,6/1/1995,56.42
Component 6,System 01,6/6/1995,52.57
Component 6,System 01,6/10/1995,53.56
Component 6,System 01,6/13/1995,55.45
Component 6,System 01,6/25/1995,56.02
Component 6,System 01,8/14/1995,59.10
Component 6,System 01,8/17/1995,55.54
Component 6,System 01,10/16/1995,56.26
Component 6,System 01,10/28/1995,53.69
Component 6,System 01,12/17/1995,58.63
Component 6,System 01,12/25/1995,53.42
Component 6,System 01,4/30/1996,57.57
Component 6,System 01,9/3/1996,52.93
Component 6,System 01,11/2/1996,55.12
Component 6,System 01,1/21/1997,52.38
Component 6,System 01,1/30/1997,52.54
Component 6,System 01,2/28/1997,58.07
Component 6,System 01,3/1/1997,54.64
Component 6,System 01,3/14/1997,58.96
Component 6,System 01,3/16/1997,53.33
Component 6,System 01,4/29/1997,57.61
Component 6,System 01,5/2/1997,57.54
Component 6,System 01,6/10/1997,53.66
Component 6,System 01,7/21/1997,54.31
Component 6,System 01,7/25/1997,58.21
Component 6,System 01,12/24/1997,53.48
Component 6,System 01,1/14/1998,51.92
Component 6,System 01,2/4/1998,58.09
Component 6,System 01,2/24/1998,50.55
Component 6,System 01,6/22/1998,50.73
Component 6,System 01,6/27/1998,57.39
Component 6,System 01,9/7/1998,59.98
Component 6,System 01,10/24/1998,54.25
Component 6,System 01,1/10/1999,52.46
Component 6,System 01,3/13/1999,53.57
Component 6,System 01,3/27/1999,57.33
Component 6,System 01,4/18/1999,57.14
Component 6,System 01,6/6/1999,50.53
Component 6,System 01,7/10/1999,50.62
Component 6,System 01,8/30/1999,55.94
Component 6,System 01,9/2/1999,51.13
Component 6,System 01,1/1/2000,57.34
Component 6,System 01,1/11/2000,57.73
Component 6,System 01,1/30/2000,55.92
Component 6,System 01,2/29/2000,56.72
Component 6,System 01,3/23/2000,51.96
Component 6,System 01,5/4/2000,57.08
Component 6,System 01,9/20/2000,54.94
Component 6,System 01,9/24/2000,58.16
Component 6,System 01,12/13/2000,56.21
Component 6,System 01,12/25/2000,59.36
Component 6,System 01,12/28/2000,53.68
Component 6,System 01,1/30/2001,59.07
Component 6,System 01,4/8/2001,59.55
Component 6,System 01,6/13/2001,57.14
Component 6,System 01,7/23/2001,52.79
Component 6,System 01,7/27/2001,53.97
Component 6,System 01,11/7/2001,58.06
Component 6,System 01,11/28/2001,58.22
Component 6,System 01,12/10/2001,57.25
Component 6,System 01,2/1/2002,51.79
Component 6,System 01,3/17/2002,51.17
Component 6,System 01,3/17/2002,52.45
Component 6,System 01,6/26/2002,58.68
Component 6,System 01,6/27/2002,58.38
Component 6,System 01,7/9/2002,53.49
Component 6,System 01,8/24/2002,55.06
Component 6,System 01,8/24/2002,52.83
Component 6,System 01,11/6/2002,53.31
Component 6,System 01,11/13/2002,53.58
Component 6,System 01,11/20/2002,50.59
Component 6,System 01,1/14/2003,58.36
Component 6,System 01,3/19/2003,57.62
Component 6,System 01,4/12/2003,56.99
Component 6,System 01,6/20/2003,59.19
Component 6,System 01,9/19/2003,58.39
Component 6,System 01,10/25/2003,56.24
Component 6,System 01,11/9/2003,53.69
Component 6,System 01,11/21/2003,52.45
Component 6,System 01,12/31/2003,55.79
Component 6,System 01,6/22/2004,55.78
Component 6,System 01,7/29/2004,51.47
Component 6,System 01,9/2/2004,59.90
Component 6,System 01,1/9/2005,50.33
Component 6,System 01,4/23/2005,57.01
Component 6,System 01,5/28/2005,53.78
Component 6,System 01,7/17/2005,57.76
Component 6,System 01,7/27/2005,54.59
Component 6,System 01,9/7/2005,54.12
Component 6,System 01,11/25/2005,52.40
Component 6,System 01,3/7/2006,55.37
Component 6,System 01,5/16/2006,53.66
Component 6,System 01,6/2/2006,58.38
Component 6,System 01,7/30/2006,51.11
Component 6,System 01,8/13/2006,52.96
Component 6,System 01,10/19/2006,50.67
Component 6,System 01,11/27/2006,55.74
Component 6,System 01,2/23/2007,57.66
Component 6,System 01,6/8/2007,54.12
Component 6,System 01,7/13/2007,57.48
Component 6,System 01,10/2/2007,51.10
Component 6,System 01,10/30/2007,59.80
Component 6,System 01,2/7/2008,59.57
Component 6,System 01,3/20/2008,57.51
